number,formid,form.section_1_training_information.training_date,form.section_1_training_information.training_topic.choice,form.section_1_training_information.training_topic.specify_other,form.section_1_training_information.training_venue,form.section_1_training_information.trainer_name,form.section_2_attendance.did_the_farmer_attend_the_training,form.section_2_attendance.attendance_status,form.section_2_attendance.reason_for_partial_attendance,form.case.@case_id,completed_time,started_time,username,received_on,form_link,hq_user,training_duration_minutes
685,80875519-dffd-4fe2-a454-212fa037f4e3,2026-05-04,soil_fertility_management,,Farmer Cooperative Centre,Trainer 3,yes,full_attendance,,78f011ea-1499-4d50-b37f-2f565d494685,2026-05-04 11:20:00,2026-05-04 11:14:00,tester_02,2026-05-04 11:20:16,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/80875519-dffd-4fe2-a454-212fa037f4e3/,tester_02,6.0
686,95438e2e-c5b8-4a7d-814b-1d49cb505039,2026-02-20,other,Post Harvest Handling,Village Square,Trainer 5,yes,full_attendance,,97d3d6fd-9075-4eae-b295-fccecbe874f0,2026-02-20 10:06:00,2026-02-20 10:04:00,tester_04,2026-02-20 10:06:12,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/95438e2e-c5b8-4a7d-814b-1d49cb505039/,tester_04,2.0
687,e9d2bc7d-01c7-4e0a-a593-6e148d87cb5d,2026-02-02,livestock_management,,Extension Office,Trainer 5,yes,full_attendance,,95b75942-3039-4a7a-8a49-dd4ac2e9d677,2026-02-02 10:42:00,2026-02-02 10:34:00,tester_02,2026-02-02 10:42:17,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/e9d2bc7d-01c7-4e0a-a593-6e148d87cb5d/,tester_02,8.0
688,64ee04af-aabd-4642-a6b2-bdecaefb7af2,2026-05-28,other,Post Harvest Handling,Community Hall,Trainer 5,yes,full_attendance,,da86470f-7d13-4b70-a431-f0c9728de9ec,2026-05-28 15:58:00,2026-05-28 15:54:00,tester_01,2026-05-28 15:58:06,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/64ee04af-aabd-4642-a6b2-bdecaefb7af2/,tester_01,4.0
689,f543412d-2ceb-4401-918e-ff81197c9914,2026-04-07,soil_fertility_management,,Farmer Cooperative Centre,Trainer 1,yes,full_attendance,,de9f894a-7573-4f2b-9e56-b85b8936fdfc,2026-04-07 12:17:00,2026-04-07 12:11:00,tester_03,2026-04-07 12:17:16,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/f543412d-2ceb-4401-918e-ff81197c9914/,tester_03,6.0
690,00f6ae49-f5bf-4ad3-a93e-3b0543670fa2,2026-07-23,irrigation_and_water_management,,Extension Office,Trainer 5,yes,full_attendance,,78968063-a72f-4e3b-bfe1-cb89002ce970,2026-07-23 09:10:00,2026-07-23 09:08:00,tester_05,2026-07-23 09:10:20,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/00f6ae49-f5bf-4ad3-a93e-3b0543670fa2/,tester_05,2.0
691,c613a188-70ee-4c8a-93f0-37998a03eb10,2026-10-03,livestock_management,,Primary School,Trainer 5,yes,full_attendance,,351f2323-cc41-4f6b-818d-3983350949d7,2026-10-03 15:32:00,2026-10-03 15:25:00,tester_05,2026-10-03 15:32:11,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/c613a188-70ee-4c8a-93f0-37998a03eb10/,tester_05,7.0
692,af4b1bcb-038f-408e-9b18-ed63e18f0589,2026-07-21,livestock_management,,Community Hall,Trainer 5,yes,full_attendance,,d780d4d2-b25e-4b34-9df9-424815286330,2026-07-21 10:29:00,2026-07-21 10:27:00,tester_02,2026-07-21 10:29:12,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/af4b1bcb-038f-408e-9b18-ed63e18f0589/,tester_02,2.0
693,a410c952-4247-49a4-8a66-c3e96bdf6cef,2026-09-25,pest_and_disease_management,,Farmer Cooperative Centre,Trainer 3,yes,full_attendance,,cc763b3d-f1ba-462b-b34d-2854a15ba2fa,2026-09-25 09:00:00,2026-09-25 08:57:00,tester_01,2026-09-25 09:00:15,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/a410c952-4247-49a4-8a66-c3e96bdf6cef/,tester_01,3.0
694,8407a0e5-b3b3-45de-a716-0a8a7e8ee5b8,2026-03-25,record_keeping,,Village Square,Trainer 4,yes,full_attendance,,d0b9456f-8e86-4211-85be-b937e5887b18,2026-03-25 14:19:00,2026-03-25 14:13:00,tester_01,2026-03-25 14:19:19,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/8407a0e5-b3b3-45de-a716-0a8a7e8ee5b8/,tester_01,6.0
695,eaafc485-e696-4ee5-8bc7-c07b837d3852,2026-06-05,irrigation_and_water_management,,Farmer Cooperative Centre,Trainer 1,yes,full_attendance,,a832a95c-6e0e-44c8-8791-fcb7ca70d57f,2026-06-05 15:38:00,2026-06-05 15:32:00,tester_02,2026-06-05 15:38:11,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/eaafc485-e696-4ee5-8bc7-c07b837d3852/,tester_02,6.0
696,ae368118-4cc0-4950-8fcd-60e028bd9d78,2026-03-22,soil_fertility_management,,Farmer Cooperative Centre,Trainer 4,yes,full_attendance,,c47a164c-58b8-4b3e-9998-f3ccde59fcb0,2026-03-22 13:41:00,2026-03-22 13:33:00,tester_06,2026-03-22 13:41:18,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/ae368118-4cc0-4950-8fcd-60e028bd9d78/,tester_06,8.0
697,3c1c9097-3c27-4415-86e6-605afee7ad6c,2026-08-24,good_agronomic_practices,,Farmer Cooperative Centre,Trainer 4,yes,partial_attendance,left_early,ed123977-aaa3-41a1-a42e-47ed2abd423b,2026-08-24 15:22:00,2026-08-24 15:17:00,tester_03,2026-08-24 15:22:16,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/3c1c9097-3c27-4415-86e6-605afee7ad6c/,tester_03,5.0
698,9105b9b7-c0be-4f46-b8e5-5a0a01cefd6d,2026-08-18,good_agronomic_practices,,Village Square,Trainer 2,no,,,eb37d6d3-e612-4682-a098-ce1c30dc3c77,2026-08-18 15:33:00,2026-08-18 15:26:00,tester_05,2026-08-18 15:33:11,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/9105b9b7-c0be-4f46-b8e5-5a0a01cefd6d/,tester_05,7.0
699,0f4fde8d-bd98-4810-85b6-96cc2713495f,2026-07-14,other,Post Harvest Handling,Extension Office,Trainer 2,yes,full_attendance,,9758b372-dc8f-4683-a3e9-3dd2218b1d9f,2026-07-14 15:46:00,2026-07-14 15:43:00,tester_07,2026-07-14 15:46:13,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/0f4fde8d-bd98-4810-85b6-96cc2713495f/,tester_07,3.0
700,7425bf2a-ca11-451b-88f5-45631b9bd371,2026-08-09,soil_fertility_management,,Extension Office,Trainer 4,yes,partial_attendance,left_early,d4d700d0-df87-4704-a92d-52dd26989f9d,2026-08-09 11:30:00,2026-08-09 11:26:00,tester_03,2026-08-09 11:30:13,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/7425bf2a-ca11-451b-88f5-45631b9bd371/,tester_03,4.0
701,4299abfa-82e8-4686-9dc4-5debb9f34b25,2026-04-13,soil_fertility_management,,Community Hall,Trainer 3,yes,partial_attendance,personal_emergency,5effb490-c53d-4d7c-8643-0e36dd354cb3,2026-04-13 14:30:00,2026-04-13 14:23:00,tester_01,2026-04-13 14:30:20,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/4299abfa-82e8-4686-9dc4-5debb9f34b25/,tester_01,7.0
702,b8f26fe6-2c52-4597-af61-43910054f9ba,2026-04-05,irrigation_and_water_management,,Primary School,Trainer 1,yes,partial_attendance,left_early,a91faa21-d14e-4dcf-acd1-03238d11b3af,2026-04-05 11:10:00,2026-04-05 11:03:00,tester_01,2026-04-05 11:10:07,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/b8f26fe6-2c52-4597-af61-43910054f9ba/,tester_01,7.0
703,35bef7e8-f1f9-41cf-b35d-05264be6958e,2026-08-20,livestock_management,,Primary School,Trainer 2,yes,full_attendance,,978fda04-d958-456b-a7ca-184d647c7b1f,2026-08-20 13:03:00,2026-08-20 12:58:00,tester_06,2026-08-20 13:03:11,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/35bef7e8-f1f9-41cf-b35d-05264be6958e/,tester_06,5.0
704,e5534473-8d5a-481b-83f7-0ac96522a06c,2026-08-18,livestock_management,,Community Hall,Trainer 1,yes,partial_attendance,arrived_late,63ee3c4d-22f3-48d6-9ac9-ba42c53cf1d3,2026-08-18 12:17:00,2026-08-18 12:12:00,tester_03,2026-08-18 12:17:09,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/e5534473-8d5a-481b-83f7-0ac96522a06c/,tester_03,5.0
705,5fef148c-1fa6-49b2-bd87-0bd4690c0fa9,2026-08-09,soil_fertility_management,,Extension Office,Trainer 4,yes,full_attendance,,775f9a4e-67e5-4a4f-9e79-717e97573a72,2026-08-09 13:35:00,2026-08-09 13:30:00,tester_07,2026-08-09 13:35:09,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/5fef148c-1fa6-49b2-bd87-0bd4690c0fa9/,tester_07,5.0
706,e7783031-2d75-4387-af7b-91981408ac8f,2026-01-20,other,Post Harvest Handling,Farmer Cooperative Centre,Trainer 1,yes,partial_attendance,personal_emergency,3e4755d3-cdc5-4f51-be20-c64e922f0a30,2026-01-20 08:36:00,2026-01-20 08:30:00,tester_01,2026-01-20 08:36:09,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/e7783031-2d75-4387-af7b-91981408ac8f/,tester_01,6.0
707,8efc49d2-f0b3-4e3f-a42f-7eefea2373b7,2026-06-03,other,Financial Literacy,Village Square,Trainer 5,yes,full_attendance,,7e7af03d-cf17-4443-83d7-eb06f24c60e0,2026-06-03 09:14:00,2026-06-03 09:08:00,tester_06,2026-06-03 09:14:08,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/8efc49d2-f0b3-4e3f-a42f-7eefea2373b7/,tester_06,6.0
708,d76157f1-c120-4c4c-ad52-4595655c2dba,2026-07-02,pest_and_disease_management,,Extension Office,Trainer 4,no,,,9429b14c-738d-4121-9856-db71b2056ffb,2026-07-02 13:16:00,2026-07-02 13:12:00,tester_06,2026-07-02 13:16:09,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/d76157f1-c120-4c4c-ad52-4595655c2dba/,tester_06,4.0
709,f1d99954-c65a-4848-bcb1-aefa16c78679,2026-06-16,irrigation_and_water_management,,Community Hall,Trainer 5,yes,full_attendance,,d051b189-b758-484e-8929-c0c7bfb0fc10,2026-06-16 14:58:00,2026-06-16 14:55:00,tester_03,2026-06-16 14:58:08,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/f1d99954-c65a-4848-bcb1-aefa16c78679/,tester_03,3.0
710,3d7110ed-dc8d-43bd-99a4-6e4df2742fe0,2026-08-10,soil_fertility_management,,Community Hall,Trainer 5,yes,full_attendance,,f6a6441a-cb70-4268-ba37-47a5d696930d,2026-08-10 16:03:00,2026-08-10 16:00:00,tester_02,2026-08-10 16:03:16,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/3d7110ed-dc8d-43bd-99a4-6e4df2742fe0/,tester_02,3.0
711,346184f0-7629-4787-b0ec-0b3857123a21,2026-05-15,good_agronomic_practices,,Farmer Cooperative Centre,Trainer 2,yes,full_attendance,,57308113-9620-4a23-97a5-61b8ebeaff72,2026-05-15 12:47:00,2026-05-15 12:43:00,tester_04,2026-05-15 12:47:10,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/346184f0-7629-4787-b0ec-0b3857123a21/,tester_04,4.0
712,f6b5ab62-2d2a-439c-9f80-f7fccc87b01d,2026-10-08,record_keeping,,Primary School,Trainer 2,yes,full_attendance,,b7792ce0-45df-4dca-a772-c65bc118f7c2,2026-10-08 13:32:00,2026-10-08 13:25:00,tester_01,2026-10-08 13:32:17,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/f6b5ab62-2d2a-439c-9f80-f7fccc87b01d/,tester_01,7.0
713,f4bb77cf-f36f-472d-9fea-e3da4cb0884b,2026-05-28,soil_fertility_management,,Community Hall,Trainer 5,yes,full_attendance,,832349f7-5921-47dc-a236-d4224f8f4465,2026-05-28 09:06:00,2026-05-28 09:04:00,tester_06,2026-05-28 09:06:18,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/f4bb77cf-f36f-472d-9fea-e3da4cb0884b/,tester_06,2.0
714,ca75c5c9-718c-49b0-9421-87873e55e21a,2026-06-19,pest_and_disease_management,,Extension Office,Trainer 3,yes,full_attendance,,b1c4c6ac-812f-44c1-8c79-5cf49f32f5af,2026-06-19 12:55:00,2026-06-19 12:47:00,tester_05,2026-06-19 12:55:13,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/ca75c5c9-718c-49b0-9421-87873e55e21a/,tester_05,8.0
715,267d2c73-5af1-407d-850d-d5a200670f8a,2026-04-01,good_agronomic_practices,,Farmer Cooperative Centre,Trainer 5,yes,full_attendance,,cd91124d-6b36-4e09-b9de-2e21529571b2,2026-04-01 14:46:00,2026-04-01 14:40:00,tester_01,2026-04-01 14:46:05,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/267d2c73-5af1-407d-850d-d5a200670f8a/,tester_01,6.0
716,3f320595-2b8b-4092-aafa-0b2d40a96f2c,2026-01-16,livestock_management,,Primary School,Trainer 1,yes,full_attendance,,0eeb95f8-f46f-4c2e-a8ee-9458a51bbc30,2026-01-16 13:36:00,2026-01-16 13:32:00,tester_06,2026-01-16 13:36:12,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/3f320595-2b8b-4092-aafa-0b2d40a96f2c/,tester_06,4.0
717,bf31647c-9777-4d63-9c0b-bf8ada3332d8,2026-01-26,livestock_management,,Village Square,Trainer 1,yes,full_attendance,,6e1b29ce-b4af-4aa7-9982-6d2a4dd921d2,2026-01-26 15:42:00,2026-01-26 15:40:00,tester_06,2026-01-26 15:42:17,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/bf31647c-9777-4d63-9c0b-bf8ada3332d8/,tester_06,2.0
718,4b7c57e3-5aa9-4f23-9c66-7dad84b09262,2026-05-22,livestock_management,,Extension Office,Trainer 1,yes,full_attendance,,be096d12-18c8-4bc8-8e3f-31cfe67f3869,2026-05-22 08:20:00,2026-05-22 08:13:00,tester_02,2026-05-22 08:20:07,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/4b7c57e3-5aa9-4f23-9c66-7dad84b09262/,tester_02,7.0
719,81bd851e-2648-4acd-94d7-6784f472f25a,2026-09-29,pest_and_disease_management,,Farmer Cooperative Centre,Trainer 1,yes,full_attendance,,13afc0b5-322c-498a-bfad-fd8835f6779c,2026-09-29 14:57:00,2026-09-29 14:49:00,tester_07,2026-09-29 14:57:13,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/81bd851e-2648-4acd-94d7-6784f472f25a/,tester_07,8.0
720,55de4bb9-f679-4e3c-9e08-19af076e3479,2026-09-05,good_agronomic_practices,,Primary School,Trainer 1,no,,,8632cbf0-f779-440c-8419-1e3f487aa243,2026-09-05 09:24:00,2026-09-05 09:18:00,tester_06,2026-09-05 09:24:16,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/55de4bb9-f679-4e3c-9e08-19af076e3479/,tester_06,6.0
721,7405829e-3838-4e0c-af06-146c30688bf0,2026-05-11,irrigation_and_water_management,,Farmer Cooperative Centre,Trainer 2,no,,,6ee66e0e-ad1f-44f2-91ba-fdb8f6c283ee,2026-05-11 10:20:00,2026-05-11 10:16:00,tester_06,2026-05-11 10:20:20,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/7405829e-3838-4e0c-af06-146c30688bf0/,tester_06,4.0
722,c63f6cdd-3ecd-4ade-b317-352517456b10,2026-06-21,irrigation_and_water_management,,Village Square,Trainer 4,yes,partial_attendance,other,c556fbea-c6a7-4e04-bdc5-444bd12a08cd,2026-06-21 11:12:00,2026-06-21 11:07:00,tester_02,2026-06-21 11:12:15,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/c63f6cdd-3ecd-4ade-b317-352517456b10/,tester_02,5.0
723,3d25a97f-c95f-4210-a701-7206387649b7,2026-05-25,pest_and_disease_management,,Extension Office,Trainer 5,yes,full_attendance,,c1bb815d-0b8c-4153-8b9e-6a74b477deab,2026-05-25 10:14:00,2026-05-25 10:12:00,tester_01,2026-05-25 10:14:09,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/3d25a97f-c95f-4210-a701-7206387649b7/,tester_01,2.0
724,c04aafcd-49bb-40a0-8e8d-2759e6dfcd9a,2026-07-29,soil_fertility_management,,Farmer Cooperative Centre,Trainer 4,yes,partial_attendance,arrived_late,354c3ee0-32e0-4aa2-a3a5-0febe6494c3d,2026-07-29 09:54:00,2026-07-29 09:52:00,tester_05,2026-07-29 09:54:20,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/c04aafcd-49bb-40a0-8e8d-2759e6dfcd9a/,tester_05,2.0
725,c177b8a2-e3be-4662-ba0f-89cdca6cb7f5,2026-04-17,pest_and_disease_management,,Farmer Cooperative Centre,Trainer 3,yes,full_attendance,,fefbcd29-8391-406d-84b5-3d5b72a221d8,2026-04-17 12:49:00,2026-04-17 12:45:00,tester_02,2026-04-17 12:49:15,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/c177b8a2-e3be-4662-ba0f-89cdca6cb7f5/,tester_02,4.0
726,8a1f1b66-ee97-4ef8-9afa-d00c43efb479,2026-08-12,soil_fertility_management,,Community Hall,Trainer 4,yes,full_attendance,,6ce0ca69-786d-4386-b691-813640ab52fc,2026-08-12 12:24:00,2026-08-12 12:20:00,tester_01,2026-08-12 12:24:16,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/8a1f1b66-ee97-4ef8-9afa-d00c43efb479/,tester_01,4.0
727,c7cdb0ad-39bc-4b96-a301-54fb6c01b816,2026-04-18,record_keeping,,Farmer Cooperative Centre,Trainer 3,yes,full_attendance,,cc217db6-ace6-4160-ac37-a703de206a6e,2026-04-18 10:07:00,2026-04-18 10:05:00,tester_02,2026-04-18 10:07:18,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/c7cdb0ad-39bc-4b96-a301-54fb6c01b816/,tester_02,2.0
728,9b347ff4-b189-473d-9659-619f8283571e,2026-01-28,pest_and_disease_management,,Farmer Cooperative Centre,Trainer 1,yes,full_attendance,,883d8604-daae-405e-ae6f-63297e8a3280,2026-01-28 13:02:00,2026-01-28 12:57:00,tester_02,2026-01-28 13:02:12,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/9b347ff4-b189-473d-9659-619f8283571e/,tester_02,5.0
729,d90efc3e-32dc-4105-8a8b-e11ebc473221,2026-05-01,irrigation_and_water_management,,Village Square,Trainer 5,yes,partial_attendance,other,e934bfb0-303f-4228-9a86-34b012f8da82,2026-05-01 15:06:00,2026-05-01 14:58:00,tester_04,2026-05-01 15:06:18,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/d90efc3e-32dc-4105-8a8b-e11ebc473221/,tester_04,8.0
730,62507ca6-1838-462f-8158-f5a24f4d1019,2026-03-18,soil_fertility_management,,Community Hall,Trainer 4,yes,full_attendance,,f8f318bb-43dd-48b9-9bcc-e869fac665e9,2026-03-18 10:55:00,2026-03-18 10:53:00,tester_01,2026-03-18 10:55:17,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/62507ca6-1838-462f-8158-f5a24f4d1019/,tester_01,2.0
731,c96a7cff-10a4-438a-8721-deb8684c6672,2026-03-02,good_agronomic_practices,,Primary School,Trainer 5,yes,partial_attendance,other,016297c9-ab41-42ab-8547-52d173fb3c2d,2026-03-02 08:14:00,2026-03-02 08:11:00,tester_05,2026-03-02 08:14:20,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/c96a7cff-10a4-438a-8721-deb8684c6672/,tester_05,3.0
732,305cdf8c-80b9-40f1-8838-75e9f52f3562,2026-09-21,livestock_management,,Primary School,Trainer 2,yes,full_attendance,,8a9ef794-cc05-4ef1-89e3-132703702328,2026-09-21 08:33:00,2026-09-21 08:28:00,tester_01,2026-09-21 08:33:11,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/305cdf8c-80b9-40f1-8838-75e9f52f3562/,tester_01,5.0
733,360e3433-88cc-4382-aceb-4dcb43b4b2cf,2026-08-16,other,Climate Smart Agriculture,Extension Office,Trainer 1,yes,full_attendance,,a1b946cf-f2de-49a8-b010-3f1432b30099,2026-08-16 10:36:00,2026-08-16 10:31:00,tester_07,2026-08-16 10:36:12,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/360e3433-88cc-4382-aceb-4dcb43b4b2cf/,tester_07,5.0
734,c19025d9-ad8a-446d-8fe6-32076d0252ce,2026-08-12,irrigation_and_water_management,,Farmer Cooperative Centre,Trainer 5,yes,partial_attendance,arrived_late,a7cba75d-3f73-487b-8d89-2beb2037d17d,2026-08-12 13:23:00,2026-08-12 13:21:00,tester_06,2026-08-12 13:23:06,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/c19025d9-ad8a-446d-8fe6-32076d0252ce/,tester_06,2.0
735,c107151b-dd2d-48ea-9ceb-174e5882f79b,2026-08-06,soil_fertility_management,,Extension Office,Trainer 2,yes,full_attendance,,c184e59a-dcb9-41ac-abe0-daea9f1f61b0,2026-08-06 15:08:00,2026-08-06 15:01:00,tester_06,2026-08-06 15:08:15,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/c107151b-dd2d-48ea-9ceb-174e5882f79b/,tester_06,7.0
736,60ca5575-d66d-45fc-a316-a32181e23e6c,2026-05-08,record_keeping,,Community Hall,Trainer 4,yes,full_attendance,,ca4e650c-c432-41ab-b633-113d367aa115,2026-05-08 14:42:00,2026-05-08 14:37:00,tester_03,2026-05-08 14:42:16,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/60ca5575-d66d-45fc-a316-a32181e23e6c/,tester_03,5.0
737,eeb15fa5-8bff-41bd-8b13-a90002338b0f,2026-03-25,good_agronomic_practices,,Community Hall,Trainer 5,yes,full_attendance,,65978f35-8dc5-48f9-80bf-607274bf1091,2026-03-25 15:19:00,2026-03-25 15:13:00,tester_01,2026-03-25 15:19:10,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/eeb15fa5-8bff-41bd-8b13-a90002338b0f/,tester_01,6.0
738,aeb84051-24b9-4e55-9df7-8fe3a19da8c5,2026-09-10,irrigation_and_water_management,,Community Hall,Trainer 1,yes,full_attendance,,8669a8bc-b527-411e-8378-396d02a2c8f8,2026-09-10 12:35:00,2026-09-10 12:32:00,tester_04,2026-09-10 12:35:06,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/aeb84051-24b9-4e55-9df7-8fe3a19da8c5/,tester_04,3.0
739,b6a52f83-dc68-4134-aef6-eee2cc1c0866,2026-06-13,livestock_management,,Farmer Cooperative Centre,Trainer 3,yes,partial_attendance,other,bdc3620d-7655-4fe2-8fdd-89394819e214,2026-06-13 11:39:00,2026-06-13 11:33:00,tester_04,2026-06-13 11:39:15,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/b6a52f83-dc68-4134-aef6-eee2cc1c0866/,tester_04,6.0
740,acf5d462-a5b2-486d-9f0f-df59d2829b3b,2026-07-30,irrigation_and_water_management,,Extension Office,Trainer 4,yes,partial_attendance,personal_emergency,50904f46-32fd-42ad-8791-3df594696430,2026-07-30 11:17:00,2026-07-30 11:13:00,tester_04,2026-07-30 11:17:15,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/acf5d462-a5b2-486d-9f0f-df59d2829b3b/,tester_04,4.0
741,1701da6b-6d2a-4015-af4e-542d9eb41d52,2026-03-09,livestock_management,,Primary School,Trainer 2,no,,,898251e9-0ce2-4ed0-9af7-5f2ab51ab72f,2026-03-09 11:52:00,2026-03-09 11:48:00,tester_05,2026-03-09 11:52:10,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/1701da6b-6d2a-4015-af4e-542d9eb41d52/,tester_05,4.0
742,1e269f89-013d-44c6-91db-97136e9a1363,2026-04-21,soil_fertility_management,,Community Hall,Trainer 5,yes,full_attendance,,1b0b6a74-646c-4dc8-b880-0299274c0e54,2026-04-21 11:18:00,2026-04-21 11:13:00,tester_06,2026-04-21 11:18:18,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/1e269f89-013d-44c6-91db-97136e9a1363/,tester_06,5.0
743,b3730669-56eb-4fa6-b597-24ccb75bcec4,2026-06-07,irrigation_and_water_management,,Extension Office,Trainer 4,no,,,c59006f1-005c-4273-9781-98ea8cf9750f,2026-06-07 10:29:00,2026-06-07 10:22:00,tester_02,2026-06-07 10:29:09,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/b3730669-56eb-4fa6-b597-24ccb75bcec4/,tester_02,7.0
744,0dd99eb0-9bea-4bc5-8fa0-9ea291c83909,2026-05-01,good_agronomic_practices,,Farmer Cooperative Centre,Trainer 5,yes,full_attendance,,b19ee694-99ff-4281-9930-6d0a1ba4fe43,2026-05-01 12:10:00,2026-05-01 12:04:00,tester_05,2026-05-01 12:10:13,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/0dd99eb0-9bea-4bc5-8fa0-9ea291c83909/,tester_05,6.0
745,af938299-4f83-40fd-b043-ab9af32a396a,2026-06-04,good_agronomic_practices,,Primary School,Trainer 2,yes,full_attendance,,d1789726-7b16-4836-afea-8bae7b6c38f4,2026-06-04 08:48:00,2026-06-04 08:41:00,tester_06,2026-06-04 08:48:15,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/af938299-4f83-40fd-b043-ab9af32a396a/,tester_06,7.0
746,5e19896e-7a58-4ca4-8e2a-05779b7d2cb5,2026-08-15,good_agronomic_practices,,Extension Office,Trainer 1,yes,full_attendance,,73e18973-d331-4275-95ff-02daf5086b78,2026-08-15 12:17:00,2026-08-15 12:14:00,tester_02,2026-08-15 12:17:05,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/5e19896e-7a58-4ca4-8e2a-05779b7d2cb5/,tester_02,3.0
747,03c6ae65-26aa-4a9a-b6ed-313e982dd677,2026-06-25,other,Financial Literacy,Farmer Cooperative Centre,Trainer 1,yes,full_attendance,,27cfe2bf-d892-4ef5-8610-3886f3b6fa80,2026-06-25 10:23:00,2026-06-25 10:17:00,tester_01,2026-06-25 10:23:13,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/03c6ae65-26aa-4a9a-b6ed-313e982dd677/,tester_01,6.0
748,d0d5b429-2160-4c58-b9e5-cfd9cd9100b7,2026-07-27,pest_and_disease_management,,Primary School,Trainer 4,yes,full_attendance,,9a78ee8e-5d69-4f05-a2ea-30323adc91dd,2026-07-27 13:29:00,2026-07-27 13:24:00,tester_05,2026-07-27 13:29:13,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/d0d5b429-2160-4c58-b9e5-cfd9cd9100b7/,tester_05,5.0
