number,formid,form.distribution_date,form.distribution_location,form.input_type,form.quantity_of_inputs_distributed.maize_seed_kg,form.quantity_of_inputs_distributed.rice_seed_kg,form.quantity_of_inputs_distributed.groundnut_seed_kg,form.quantity_of_inputs_distributed.fertilizer_kg,form.quantity_of_inputs_distributed.goats_count,form.quantity_of_inputs_distributed.rabbits_count,form.recipient_signature,form.case.@case_id,completed_time,started_time,username,received_on,form_link,hq_user,distribution_duration_minutes
674,51a227d0-e6e0-4458-afdd-59c392aa2444,2026-03-02,Village Square,groundnut_seed goats,,,5.5,,1,,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/51a227d0-e6e0-4458-afdd-59c392aa2444/signature.png,0eeb95f8-f46f-4c2e-a8ee-9458a51bbc30,2026-03-02 12:48:00,2026-03-02 12:44:00,tester_06,2026-03-02 12:48:20,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/51a227d0-e6e0-4458-afdd-59c392aa2444/,tester_06,4.0
675,cf37fafa-2790-4072-a803-1bc091c13655,2026-02-12,Primary School,groundnut_seed,,,3.9,,,,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/cf37fafa-2790-4072-a803-1bc091c13655/signature.png,6e1b29ce-b4af-4aa7-9982-6d2a4dd921d2,2026-02-12 09:20:00,2026-02-12 09:16:00,tester_06,2026-02-12 09:20:15,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/cf37fafa-2790-4072-a803-1bc091c13655/,tester_06,4.0
676,080132b5-4a21-4bca-b5d5-6316a25db0b5,2026-03-08,Community Hall,rice_seed,,2.5,,,,,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/080132b5-4a21-4bca-b5d5-6316a25db0b5/signature.png,962a3c28-ebcd-4a70-a7be-e8ca31363fa2,2026-03-08 10:17:00,2026-03-08 10:13:00,tester_02,2026-03-08 10:17:14,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/080132b5-4a21-4bca-b5d5-6316a25db0b5/,tester_02,4.0
677,998de57c-60ab-4637-aa77-b8f01f638103,2026-04-08,Community Hall,fertilizer maize_seed groundnut_seed rice_seed,9.8,9.6,2.2,86.3,,,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/998de57c-60ab-4637-aa77-b8f01f638103/signature.png,be096d12-18c8-4bc8-8e3f-31cfe67f3869,2026-04-08 08:58:00,2026-04-08 08:50:00,tester_02,2026-04-08 08:58:14,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/998de57c-60ab-4637-aa77-b8f01f638103/,tester_02,8.0
678,4f490dbe-d7cc-4374-8c1f-57e0e484e122,2026-09-15,Primary School,fertilizer maize_seed groundnut_seed goats,5.8,,3.7,81.2,2,,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/4f490dbe-d7cc-4374-8c1f-57e0e484e122/signature.png,13afc0b5-322c-498a-bfad-fd8835f6779c,2026-09-15 10:49:00,2026-09-15 10:43:00,tester_07,2026-09-15 10:49:08,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/4f490dbe-d7cc-4374-8c1f-57e0e484e122/,tester_07,6.0
679,dd61799d-a0c4-4498-850c-b0e5fb03f196,2026-04-24,Community Hall,fertilizer groundnut_seed,,,4.6,33.7,,,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/dd61799d-a0c4-4498-850c-b0e5fb03f196/signature.png,5c6ec9f3-f95f-4fc5-99af-9f64d31fee2e,2026-04-24 13:09:00,2026-04-24 13:04:00,tester_04,2026-04-24 13:09:18,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/dd61799d-a0c4-4498-850c-b0e5fb03f196/,tester_04,5.0
680,52c7c5d6-7f51-4529-8e9d-3c291a094d6a,2026-10-14,Village Square,rice_seed fertilizer rabbits maize_seed,9.1,7.0,,86.6,,2,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/52c7c5d6-7f51-4529-8e9d-3c291a094d6a/signature.png,8632cbf0-f779-440c-8419-1e3f487aa243,2026-10-14 13:36:00,2026-10-14 13:28:00,tester_06,2026-10-14 13:36:12,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/52c7c5d6-7f51-4529-8e9d-3c291a094d6a/,tester_06,8.0
681,27cff9cc-c8cf-481d-ac91-455f3686f706,2026-06-21,Farmer Cooperative Centre,groundnut_seed,,,5.4,,,,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/27cff9cc-c8cf-481d-ac91-455f3686f706/signature.png,6ee66e0e-ad1f-44f2-91ba-fdb8f6c283ee,2026-06-21 09:49:00,2026-06-21 09:46:00,tester_06,2026-06-21 09:49:05,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/27cff9cc-c8cf-481d-ac91-455f3686f706/,tester_06,3.0
682,efdfc403-6cb3-46fe-adf3-d685902788fe,2026-06-27,Village Square,goats maize_seed,9.9,,,,2,,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/efdfc403-6cb3-46fe-adf3-d685902788fe/signature.png,c556fbea-c6a7-4e04-bdc5-444bd12a08cd,2026-06-27 10:41:00,2026-06-27 10:37:00,tester_02,2026-06-27 10:41:05,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/efdfc403-6cb3-46fe-adf3-d685902788fe/,tester_02,4.0
683,5d6513a6-2689-4ef3-80a2-5e7ac5e289e5,2026-04-04,Primary School,rice_seed,,8.4,,,,,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/5d6513a6-2689-4ef3-80a2-5e7ac5e289e5/signature.png,fefbcd29-8391-406d-84b5-3d5b72a221d8,2026-04-04 10:04:00,2026-04-04 09:58:00,tester_02,2026-04-04 10:04:08,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/5d6513a6-2689-4ef3-80a2-5e7ac5e289e5/,tester_02,6.0
684,bef07969-e2b7-4ff0-a3a8-83fa4129cad3,2026-09-15,Community Hall,maize_seed,9.2,,,,,,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/bef07969-e2b7-4ff0-a3a8-83fa4129cad3/signature.png,6ce0ca69-786d-4386-b691-813640ab52fc,2026-09-15 08:32:00,2026-09-15 08:29:00,tester_01,2026-09-15 08:32:11,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/bef07969-e2b7-4ff0-a3a8-83fa4129cad3/,tester_01,3.0
685,16910603-f143-4742-be19-fcc87407dea3,2026-03-07,Primary School,maize_seed fertilizer rice_seed goats groundnut_seed,5.7,8.0,6.1,65.1,1,,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/16910603-f143-4742-be19-fcc87407dea3/signature.png,883d8604-daae-405e-ae6f-63297e8a3280,2026-03-07 11:02:00,2026-03-07 10:56:00,tester_02,2026-03-07 11:02:12,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/16910603-f143-4742-be19-fcc87407dea3/,tester_02,6.0
686,1f4be2e4-bc43-4671-93dd-20f49722920e,2026-07-05,Farmer Cooperative Centre,maize_seed fertilizer,2.6,,,76.7,,,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/1f4be2e4-bc43-4671-93dd-20f49722920e/signature.png,e934bfb0-303f-4228-9a86-34b012f8da82,2026-07-05 11:23:00,2026-07-05 11:18:00,tester_04,2026-07-05 11:23:09,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/1f4be2e4-bc43-4671-93dd-20f49722920e/,tester_04,5.0
687,fd811d4d-7564-4ce9-96e7-87580ee873bd,2026-02-23,Village Square,goats rice_seed maize_seed,7.1,6.3,,,2,,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/fd811d4d-7564-4ce9-96e7-87580ee873bd/signature.png,9c78f4cc-dbd4-4d32-af5c-d44b81a4bcb6,2026-02-23 08:35:00,2026-02-23 08:30:00,tester_04,2026-02-23 08:35:07,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/fd811d4d-7564-4ce9-96e7-87580ee873bd/,tester_04,5.0
688,c42633d1-b1ef-43ae-a5aa-dd616c463435,2026-04-06,Farmer Cooperative Centre,groundnut_seed fertilizer maize_seed,2.6,,5.0,87.5,,,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/c42633d1-b1ef-43ae-a5aa-dd616c463435/signature.png,783d5d00-5b36-4625-855b-c2063aa2754b,2026-04-06 09:20:00,2026-04-06 09:17:00,tester_02,2026-04-06 09:20:13,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/c42633d1-b1ef-43ae-a5aa-dd616c463435/,tester_02,3.0
689,e11792cd-6d2f-40fc-b509-5a105f6a71aa,2026-03-21,Community Hall,fertilizer rice_seed groundnut_seed goats,,7.0,4.8,65.6,1,,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/e11792cd-6d2f-40fc-b509-5a105f6a71aa/signature.png,f8f318bb-43dd-48b9-9bcc-e869fac665e9,2026-03-21 14:04:00,2026-03-21 13:56:00,tester_01,2026-03-21 14:04:19,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/e11792cd-6d2f-40fc-b509-5a105f6a71aa/,tester_01,8.0
690,059d3111-6b31-447f-b11f-f197c782016b,2026-05-02,Farmer Cooperative Centre,goats fertilizer rice_seed groundnut_seed,,3.2,6.2,65.4,2,,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/059d3111-6b31-447f-b11f-f197c782016b/signature.png,016297c9-ab41-42ab-8547-52d173fb3c2d,2026-05-02 09:28:00,2026-05-02 09:26:00,tester_05,2026-05-02 09:28:20,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/059d3111-6b31-447f-b11f-f197c782016b/,tester_05,2.0
691,3f5c2e17-6a23-4b06-81fe-c52be1d01d8d,2026-06-16,Primary School,fertilizer,,,,92.6,,,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/3f5c2e17-6a23-4b06-81fe-c52be1d01d8d/signature.png,8a9ef794-cc05-4ef1-89e3-132703702328,2026-06-16 12:25:00,2026-06-16 12:17:00,tester_01,2026-06-16 12:25:15,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/3f5c2e17-6a23-4b06-81fe-c52be1d01d8d/,tester_01,8.0
692,542252e9-2ab0-4dbb-9c3f-cc1ad2075fc2,2026-09-12,Community Hall,rice_seed maize_seed fertilizer groundnut_seed,9.9,2.4,3.0,36.9,,,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/542252e9-2ab0-4dbb-9c3f-cc1ad2075fc2/signature.png,a1b946cf-f2de-49a8-b010-3f1432b30099,2026-09-12 14:37:00,2026-09-12 14:31:00,tester_07,2026-09-12 14:37:07,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/542252e9-2ab0-4dbb-9c3f-cc1ad2075fc2/,tester_07,6.0
693,517f7519-f6a8-4eb7-813a-b14ab128d97f,2026-06-09,Extension Office,fertilizer groundnut_seed maize_seed rice_seed goats,7.9,3.1,3.1,74.6,3,,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/517f7519-f6a8-4eb7-813a-b14ab128d97f/signature.png,a7cba75d-3f73-487b-8d89-2beb2037d17d,2026-06-09 15:24:00,2026-06-09 15:21:00,tester_06,2026-06-09 15:24:05,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/517f7519-f6a8-4eb7-813a-b14ab128d97f/,tester_06,3.0
694,6997220f-0166-4613-a976-0b4c65639f05,2026-07-27,Farmer Cooperative Centre,goats,,,,,1,,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/6997220f-0166-4613-a976-0b4c65639f05/signature.png,ca4e650c-c432-41ab-b633-113d367aa115,2026-07-27 08:09:00,2026-07-27 08:05:00,tester_03,2026-07-27 08:09:11,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/6997220f-0166-4613-a976-0b4c65639f05/,tester_03,4.0
695,eaaf802d-ff0d-4168-9940-1bd525d10520,2026-03-31,Community Hall,groundnut_seed rice_seed fertilizer rabbits,,6.9,7.4,99.4,,1,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/eaaf802d-ff0d-4168-9940-1bd525d10520/signature.png,65978f35-8dc5-48f9-80bf-607274bf1091,2026-03-31 11:33:00,2026-03-31 11:30:00,tester_01,2026-03-31 11:33:07,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/eaaf802d-ff0d-4168-9940-1bd525d10520/,tester_01,3.0
696,c42af408-91c3-4c8a-9db2-4ba73577b1b0,2026-06-20,Primary School,rice_seed,,7.8,,,,,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/c42af408-91c3-4c8a-9db2-4ba73577b1b0/signature.png,bdc3620d-7655-4fe2-8fdd-89394819e214,2026-06-20 15:42:00,2026-06-20 15:34:00,tester_04,2026-06-20 15:42:20,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/c42af408-91c3-4c8a-9db2-4ba73577b1b0/,tester_04,8.0
697,0d80be49-d3f5-45cf-8aab-8b5f2cd73400,2026-03-27,Farmer Cooperative Centre,goats fertilizer groundnut_seed rice_seed,,4.6,2.2,32.6,3,,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/0d80be49-d3f5-45cf-8aab-8b5f2cd73400/signature.png,63cb9a7d-1271-43ec-b558-a8be6cc77456,2026-03-27 14:02:00,2026-03-27 13:55:00,tester_06,2026-03-27 14:02:08,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/0d80be49-d3f5-45cf-8aab-8b5f2cd73400/,tester_06,7.0
698,eebc733d-802f-4e83-89be-18b9a56f7639,2026-07-01,Village Square,fertilizer maize_seed goats,6.0,,,30.5,2,,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/eebc733d-802f-4e83-89be-18b9a56f7639/signature.png,50904f46-32fd-42ad-8791-3df594696430,2026-07-01 15:39:00,2026-07-01 15:31:00,tester_04,2026-07-01 15:39:18,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/eebc733d-802f-4e83-89be-18b9a56f7639/,tester_04,8.0
699,a56a29be-c4d7-4d29-aa6d-703e0314d1e4,2026-02-21,Extension Office,maize_seed goats fertilizer groundnut_seed,3.7,,2.5,68.6,1,,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/a56a29be-c4d7-4d29-aa6d-703e0314d1e4/signature.png,898251e9-0ce2-4ed0-9af7-5f2ab51ab72f,2026-02-21 13:47:00,2026-02-21 13:42:00,tester_05,2026-02-21 13:47:18,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/a56a29be-c4d7-4d29-aa6d-703e0314d1e4/,tester_05,5.0
700,cf39f735-be9e-4a58-8e1d-854999953d85,2026-07-16,Primary School,fertilizer maize_seed groundnut_seed,10.0,,5.9,33.4,,,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/cf39f735-be9e-4a58-8e1d-854999953d85/signature.png,1b0b6a74-646c-4dc8-b880-0299274c0e54,2026-07-16 10:13:00,2026-07-16 10:06:00,tester_06,2026-07-16 10:13:17,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/cf39f735-be9e-4a58-8e1d-854999953d85/,tester_06,7.0
701,25d067f0-68fb-43b7-9335-d2badef1c4be,2026-07-08,Extension Office,goats maize_seed,7.8,,,,2,,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/25d067f0-68fb-43b7-9335-d2badef1c4be/signature.png,c59006f1-005c-4273-9781-98ea8cf9750f,2026-07-08 10:56:00,2026-07-08 10:50:00,tester_02,2026-07-08 10:56:06,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/25d067f0-68fb-43b7-9335-d2badef1c4be/,tester_02,6.0
702,b08a7ef8-c9cf-4bea-aa41-55de0ac76234,2026-06-04,Extension Office,groundnut_seed fertilizer rice_seed maize_seed,2.2,8.3,2.8,74.1,,,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/b08a7ef8-c9cf-4bea-aa41-55de0ac76234/signature.png,d1789726-7b16-4836-afea-8bae7b6c38f4,2026-06-04 08:16:00,2026-06-04 08:11:00,tester_06,2026-06-04 08:16:20,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/b08a7ef8-c9cf-4bea-aa41-55de0ac76234/,tester_06,5.0
703,d1ecb00c-ca85-4361-b86f-578731de7f7b,2026-07-15,Village Square,groundnut_seed,,,5.2,,,,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/d1ecb00c-ca85-4361-b86f-578731de7f7b/signature.png,73e18973-d331-4275-95ff-02daf5086b78,2026-07-15 08:22:00,2026-07-15 08:14:00,tester_02,2026-07-15 08:22:19,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/d1ecb00c-ca85-4361-b86f-578731de7f7b/,tester_02,8.0
704,04e50eb7-5b71-4100-8d8e-18388e68e31a,2026-04-05,Primary School,fertilizer,,,,47.2,,,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/04e50eb7-5b71-4100-8d8e-18388e68e31a/signature.png,4cd40865-cbb9-4138-a669-d3299be94cae,2026-04-05 11:01:00,2026-04-05 10:54:00,tester_01,2026-04-05 11:01:07,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/04e50eb7-5b71-4100-8d8e-18388e68e31a/,tester_01,7.0
705,1b0bbfdb-5bfb-47bc-adf4-a555d7d81e8c,2026-06-30,Village Square,fertilizer,,,,58.5,,,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/1b0bbfdb-5bfb-47bc-adf4-a555d7d81e8c/signature.png,27cfe2bf-d892-4ef5-8610-3886f3b6fa80,2026-06-30 14:55:00,2026-06-30 14:49:00,tester_01,2026-06-30 14:55:10,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/1b0bbfdb-5bfb-47bc-adf4-a555d7d81e8c/,tester_01,6.0
706,34bd271e-13ad-46e0-864d-6e76bfd57412,2026-09-22,Village Square,maize_seed rice_seed goats,6.0,2.5,,,3,,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/34bd271e-13ad-46e0-864d-6e76bfd57412/signature.png,9a78ee8e-5d69-4f05-a2ea-30323adc91dd,2026-09-22 13:34:00,2026-09-22 13:31:00,tester_05,2026-09-22 13:34:11,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/34bd271e-13ad-46e0-864d-6e76bfd57412/,tester_05,3.0
707,2e4ca465-9696-483f-990c-48688423b406,2026-08-05,Extension Office,goats rice_seed groundnut_seed,,3.2,2.3,,3,,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/2e4ca465-9696-483f-990c-48688423b406/signature.png,e4061f01-199e-457d-9bbc-77dae5736420,2026-08-05 10:13:00,2026-08-05 10:06:00,tester_03,2026-08-05 10:13:07,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/2e4ca465-9696-483f-990c-48688423b406/,tester_03,7.0
708,8436b9dd-25cf-45bf-90f3-216ae25294b4,2026-07-26,Farmer Cooperative Centre,fertilizer,,,,99.7,,,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/8436b9dd-25cf-45bf-90f3-216ae25294b4/signature.png,913924d0-c249-4710-beed-412f45ee1c0a,2026-07-26 13:14:00,2026-07-26 13:11:00,tester_02,2026-07-26 13:14:17,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/8436b9dd-25cf-45bf-90f3-216ae25294b4/,tester_02,3.0
709,6dd6510c-c0ae-49d0-a521-914f49704558,2026-07-06,Primary School,goats,,,,,2,,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/6dd6510c-c0ae-49d0-a521-914f49704558/signature.png,b169d519-39a4-4848-93e3-57f34ca0296e,2026-07-06 14:43:00,2026-07-06 14:39:00,tester_02,2026-07-06 14:43:13,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/6dd6510c-c0ae-49d0-a521-914f49704558/,tester_02,4.0
710,27c6b5b8-e5a8-4d55-b6f1-20a31f29611a,2026-07-24,Village Square,maize_seed fertilizer rabbits,2.5,,,40.3,,1,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/27c6b5b8-e5a8-4d55-b6f1-20a31f29611a/signature.png,dbc8e72f-3d7f-4079-a4c5-05e72d66ccff,2026-07-24 15:19:00,2026-07-24 15:16:00,tester_04,2026-07-24 15:19:17,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/27c6b5b8-e5a8-4d55-b6f1-20a31f29611a/,tester_04,3.0
711,b538487d-5a2d-4865-823c-b09f692bd0b6,2026-08-12,Farmer Cooperative Centre,groundnut_seed maize_seed,3.6,,7.8,,,,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/b538487d-5a2d-4865-823c-b09f692bd0b6/signature.png,03acd2f9-c614-4bd6-b76a-d9e8e170d105,2026-08-12 14:27:00,2026-08-12 14:22:00,tester_01,2026-08-12 14:27:14,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/b538487d-5a2d-4865-823c-b09f692bd0b6/,tester_01,5.0
712,84a1888d-cd7b-438d-b7b3-c883cec1a6a8,2026-08-08,Village Square,fertilizer groundnut_seed,,,5.2,47.2,,,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/84a1888d-cd7b-438d-b7b3-c883cec1a6a8/signature.png,7c01cc50-f537-473a-9d16-4f7bdd74f554,2026-08-08 12:50:00,2026-08-08 12:44:00,tester_01,2026-08-08 12:50:20,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/84a1888d-cd7b-438d-b7b3-c883cec1a6a8/,tester_01,6.0
713,ae6c1c55-7c75-4a9e-8fdd-9d6c5be68716,2026-07-30,Primary School,groundnut_seed fertilizer goats,,,7.0,68.7,1,,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/ae6c1c55-7c75-4a9e-8fdd-9d6c5be68716/signature.png,279f0ed2-0e0d-407e-bee9-368f8f781099,2026-07-30 15:37:00,2026-07-30 15:32:00,tester_02,2026-07-30 15:37:19,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/ae6c1c55-7c75-4a9e-8fdd-9d6c5be68716/,tester_02,5.0
714,1241a95c-12ad-4457-bd5c-c80f4933bc46,2026-08-07,Extension Office,rabbits goats,,,,,3,5,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/1241a95c-12ad-4457-bd5c-c80f4933bc46/signature.png,b4f2ec28-5857-4f10-8d7a-a2eff64ccba1,2026-08-07 12:36:00,2026-08-07 12:34:00,tester_02,2026-08-07 12:36:19,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/1241a95c-12ad-4457-bd5c-c80f4933bc46/,tester_02,2.0
715,6967c168-bc91-4202-a2be-c1f127a1501f,2026-07-07,Community Hall,goats,,,,,1,,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/6967c168-bc91-4202-a2be-c1f127a1501f/signature.png,5e540f59-ac3e-4671-bc9e-5c5249b35193,2026-07-07 10:11:00,2026-07-07 10:03:00,tester_07,2026-07-07 10:11:08,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/6967c168-bc91-4202-a2be-c1f127a1501f/,tester_07,8.0
716,7437b42b-bc68-479d-bb68-561950a4e0b4,2026-02-13,Extension Office,maize_seed,6.7,,,,,,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/7437b42b-bc68-479d-bb68-561950a4e0b4/signature.png,d2a5d71d-d830-4b3c-854d-74a4691381b8,2026-02-13 09:07:00,2026-02-13 09:01:00,tester_04,2026-02-13 09:07:05,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/7437b42b-bc68-479d-bb68-561950a4e0b4/,tester_04,6.0
717,e043dbc0-4685-4aea-82a9-739287b89274,2026-06-19,Farmer Cooperative Centre,groundnut_seed rice_seed fertilizer,,9.2,5.9,77.4,,,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/e043dbc0-4685-4aea-82a9-739287b89274/signature.png,5db6742a-9ba4-451d-9487-462ef848f7a0,2026-06-19 13:19:00,2026-06-19 13:14:00,tester_04,2026-06-19 13:19:13,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/e043dbc0-4685-4aea-82a9-739287b89274/,tester_04,5.0
718,03424798-a0e7-4f1b-9a83-06bae1dbd3a7,2026-09-11,Village Square,maize_seed goats fertilizer rice_seed,8.6,6.6,,73.0,3,,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/03424798-a0e7-4f1b-9a83-06bae1dbd3a7/signature.png,0946334d-ca51-451b-9725-105a9fbfa5f3,2026-09-11 11:45:00,2026-09-11 11:38:00,tester_03,2026-09-11 11:45:20,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/03424798-a0e7-4f1b-9a83-06bae1dbd3a7/,tester_03,7.0
719,098f832a-28f5-4619-8f65-3b610f09c951,2026-04-28,Extension Office,rice_seed goats,,4.6,,,1,,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/098f832a-28f5-4619-8f65-3b610f09c951/signature.png,7e3e15c0-a416-4468-a7f7-2ff28e20298a,2026-04-28 14:24:00,2026-04-28 14:20:00,tester_05,2026-04-28 14:24:06,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/098f832a-28f5-4619-8f65-3b610f09c951/,tester_05,4.0
720,b7b1e87e-11a0-4819-ba2f-937664bea06a,2026-05-19,Farmer Cooperative Centre,maize_seed fertilizer rice_seed groundnut_seed,3.1,3.0,3.9,77.3,,,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/b7b1e87e-11a0-4819-ba2f-937664bea06a/signature.png,284e6239-e26d-43cb-82fb-ba32bdfce3b2,2026-05-19 11:10:00,2026-05-19 11:07:00,tester_02,2026-05-19 11:10:14,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/b7b1e87e-11a0-4819-ba2f-937664bea06a/,tester_02,3.0
721,02e88a7d-dc91-4533-b355-a777514cd0b7,2026-07-11,Village Square,fertilizer rice_seed,,6.9,,88.9,,,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/02e88a7d-dc91-4533-b355-a777514cd0b7/signature.png,ef1c18d3-a67d-4e80-a978-9df07700fbc0,2026-07-11 11:17:00,2026-07-11 11:11:00,tester_02,2026-07-11 11:17:15,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/02e88a7d-dc91-4533-b355-a777514cd0b7/,tester_02,6.0
722,4d2f58c8-c959-4690-abab-d20aadff89f2,2026-05-18,Farmer Cooperative Centre,goats,,,,,1,,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/4d2f58c8-c959-4690-abab-d20aadff89f2/signature.png,000946c6-71e2-4f56-b066-f717eec8c5c4,2026-05-18 14:58:00,2026-05-18 14:56:00,tester_01,2026-05-18 14:58:11,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/4d2f58c8-c959-4690-abab-d20aadff89f2/,tester_01,2.0
